ID fin.,ID caixa,Dh.movimento,ID emp.,Histórico,Ct.corrente,Segmento,ID doc.,Vl.líquido,ID ,Fornecedor/cliente,Modelo,Nro.doc.
1987217,44220,2021-02-01 09:37:00,48,ABERTURA DE CAIXA - Op.: WILMA CRISTINA SILVA,,,DI,132.4,1,CONSUMIDOR,,921201
1987920,44206,2021-02-01 16:57:00,42,PAPEL HIGIENICO,,MERCADO,DI,4.99,1,CONSUMIDOR,,2977168
1987928,44206,2021-02-01 16:59:00,42,MONTAGENS BELARTE,,PRESTAÇÃO SERVIÇO CAMPANHA,DI,50.0,1,CONSUMIDOR,,2978168
1987935,44206,2021-02-01 17:00:00,42,PAO CAFE DA MANHA,,MERCADO,DI,2.32,1,CONSUMIDOR,,2979168
1987966,44220,2021-02-01 17:05:00,48,RETIRADA PARA RESERVA DE TROCO DO PRÓXIMO CAIXA,,RESERVA-FUNDO DE CAIXA LOJAS,DI,132.4,1,CONSUMIDOR,,922201
1987995,44206,2021-02-01 17:20:00,42,ALMOÇO TATY,,MERCADO,DI,13.4,1,CONSUMIDOR,,2980168
1988001,44206,2021-02-01 17:25:00,42,AGUA 2 GALOES,,MERCADO,DI,20.0,1,CONSUMIDOR,,2981168
1988018,44206,2021-02-01 17:26:00,42,PAGAMENTO KAROLINE NOVEMBRO,,COMISSÃO CAMPANHA,DI,53.6,1,CONSUMIDOR,,2982168
1988058,44206,2021-02-01 17:34:00,42,VALE TATY,,TAXAS DIVERSAS,DI,20.0,1,CONSUMIDOR,,2983168
1988118,44244,2021-02-02 09:11:00,48,ABERTURA DE CAIXA - Op.: WILMA CRISTINA SILVA,,,DI,132.4,1,CONSUMIDOR,,923201
1988936,44244,2021-02-02 17:21:00,48,RETIRADA PARA RESERVA DE TROCO DO PRÓXIMO CAIXA,,RESERVA-FUNDO DE CAIXA LOJAS,DI,150.0,1,CONSUMIDOR,,925201
1989003,44245,2021-02-02 18:18:00,42,COMISSÃO VENDA SOL ARIANE,,PRESTAÇÃO SERVIÇO CAMPANHA,DI,20.0,1,CONSUMIDOR,,2984168
1989004,44245,2021-02-02 18:18:00,42,20 ENVELOPES,,MERCADO,DI,1.7,1,CONSUMIDOR,,2985168
1989005,44245,2021-02-02 18:19:00,42,CHA,,MERCADO,DI,5.74,1,CONSUMIDOR,,2986168
1989006,44245,2021-02-02 18:20:00,42,PAO CAFE DA MANHA,,MERCADO,DI,1.62,1,CONSUMIDOR,,2987168
